subject,electrode_idx,model,mean_r2,std_r2,max_r2,min_r2,range_r2,best_alpha_mean,n_combinations,combinations,robust,subjectNum,elecNum,isRejectManual,parcLabel,ctxParc,wmParc,isRejectFSL_2wm,isRejectFSL,isWM,unknown_wmParc,groupLabels,isLeft,groupAvgCoords,Elec_index
3,167,BERT,0.10816463828086853,0.0020454227924346924,0.11021006107330322,0.10611921548843384,0.004090845584869385,7196.856730011521,2,"[('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation')]",False,3.0,168.0,0.0,S_circular_insula_inf,Right-Cerebral-White-Matter,S_circular_insula_inf,0.0,0.0,1.0,0.0,RT1A8 s3 e168,0.0,[ 43.15718624  -0.39331587 -17.64915824],167.0
3,17,BERT,0.15173864364624023,0.0,0.15173864364624023,0.15173864364624023,0.0,7196.856730011521,1,"[('GNS', 'early', 'full_consolidation')]",False,,,,,,,,,,,,,,
3,75,BERT,0.15824562311172485,0.0,0.15824562311172485,0.15824562311172485,0.0,1389.4954943731375,1,"[('GNS', 'early', 'full_consolidation')]",False,3.0,76.0,0.0,S_precentral-inf-part,Right-Cerebral-White-Matter,S_precentral-inf-part,0.0,0.0,1.0,0.0,RF2bIa10 s3 e76,0.0,[35.23262762 -1.01293364 31.09901915],75.0
3,126,BERT,0.14261603355407715,0.0,0.14261603355407715,0.14261603355407715,0.0,7196.856730011521,1,"[('GNS', 'early', 'full_consolidation')]",False,3.0,127.0,0.0,Lat_Fis-post,Right-Cerebral-White-Matter,Lat_Fis-post,0.0,0.0,1.0,0.0,RP1bIc6 s3 e127,0.0,[ 36.13537131 -30.94730193  18.58028902],126.0
3,75,GPT,0.10209500789642334,0.0,0.10209500789642334,0.10209500789642334,0.0,7196.856730011521,1,"[('GNS', 'early', 'full_consolidation')]",False,3.0,76.0,0.0,S_precentral-inf-part,Right-Cerebral-White-Matter,S_precentral-inf-part,0.0,0.0,1.0,0.0,RF2bIa10 s3 e76,0.0,[35.23262762 -1.01293364 31.09901915],75.0
3,120,GPT,0.27137502034505206,0.01176364548598943,0.28152406215667725,0.25488460063934326,0.026639461517333984,7196.856730011521,3,"[('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
3,169,GPT,0.19444477558135986,0.0,0.19444477558135986,0.19444477558135986,0.0,1389.4954943731375,1,"[('GNS', 'early', 'full_consolidation')]",False,3.0,170.0,0.0,S_temporal_sup,ctx_rh_S_temporal_sup,S_temporal_sup,0.0,0.0,0.0,0.0,RT1A10 s3 e170,0.0,[ 49.97865954  -0.3974008  -15.10597435],169.0
3,120,T5,0.19461970031261444,0.023870012943655965,0.23054397106170654,0.1642073392868042,0.06633663177490234,7196.856730011521,4,"[('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
3,169,T5,0.233244389295578,9.164214134216309e-05,0.23333603143692017,0.23315274715423584,0.00018328428268432617,1389.4954943731375,2,"[('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation')]",False,3.0,170.0,0.0,S_temporal_sup,ctx_rh_S_temporal_sup,S_temporal_sup,0.0,0.0,0.0,0.0,RT1A10 s3 e170,0.0,[ 49.97865954  -0.3974008  -15.10597435],169.0
3,46,BERT,0.15630266070365906,0.0020939409732818604,0.15839660167694092,0.1542087197303772,0.004187881946563721,1389.4954943731375,2,"[('GNS', 'middle', 'full_consolidation'), ('GNS', 'last', 'full_consolidation')]",False,3.0,47.0,0.0,G_and_S_cingul-Ant,Right-Cerebral-White-Matter,G_and_S_cingul-Ant,0.0,0.0,1.0,0.0,RF1Ca7 s3 e47,0.0,[14.0059294  32.00989737 39.19799602],46.0
3,118,BERT,0.12321585416793823,0.007341325283050537,0.13055717945098877,0.1158745288848877,0.014682650566101074,7196.856730011521,2,"[('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation')]",False,3.0,119.0,0.0,S_postcentral,ctx_rh_S_postcentral,S_postcentral,0.0,0.0,0.0,0.0,RP1aIb14 s3 e119,0.0,[ 32.35572387 -31.83322457  50.47892627],118.0
3,169,BERT,0.21369996666908264,0.047148436307907104,0.26084840297698975,0.16655153036117554,0.09429687261581421,828.882536950555,2,"[('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation')]",False,3.0,170.0,0.0,S_temporal_sup,ctx_rh_S_temporal_sup,S_temporal_sup,0.0,0.0,0.0,0.0,RT1A10 s3 e170,0.0,[ 49.97865954  -0.3974008  -15.10597435],169.0
3,78,BERT,0.10818040370941162,0.0,0.10818040370941162,0.10818040370941162,0.0,7196.856730011521,1,"[('GNS', 'late', 'full_consolidation')]",False,3.0,79.0,0.0,S_precentral-sup-part,Right-Cerebral-White-Matter,S_precentral-sup-part,0.0,0.0,1.0,0.0,RF2bIa13 s3 e79,0.0,[34.14636659 -4.17426657 45.82721451],78.0
3,118,GPT,0.1304914355278015,0.0,0.1304914355278015,0.1304914355278015,0.0,1389.4954943731375,1,"[('GNS', 'late', 'full_consolidation')]",False,3.0,119.0,0.0,S_postcentral,ctx_rh_S_postcentral,S_postcentral,0.0,0.0,0.0,0.0,RP1aIb14 s3 e119,0.0,[ 32.35572387 -31.83322457  50.47892627],118.0
3,75,T5,0.1023980975151062,0.0,0.1023980975151062,0.1023980975151062,0.0,7196.856730011521,1,"[('GNS', 'last', 'full_consolidation')]",False,3.0,76.0,0.0,S_precentral-inf-part,Right-Cerebral-White-Matter,S_precentral-inf-part,0.0,0.0,1.0,0.0,RF2bIa10 s3 e76,0.0,[35.23262762 -1.01293364 31.09901915],75.0
3,117,BERT,0.21613556146621704,0.0,0.21613556146621704,0.21613556146621704,0.0,7196.856730011521,1,"[('NGNS', 'early', 'full_consolidation')]",False,3.0,118.0,0.0,S_postcentral,Right-Cerebral-White-Matter,S_postcentral,0.0,0.0,1.0,0.0,RP1aIb13 s3 e118,0.0,[ 32.60753185 -29.95226359  46.32131126],117.0
3,44,GPT,0.18481695652008057,0.0,0.18481695652008057,0.18481695652008057,0.0,7196.856730011521,1,"[('NGNS', 'early', 'full_consolidation')]",False,3.0,45.0,0.0,G_and_S_cingul-Ant,ctx_rh_G_and_S_cingul-Ant,G_and_S_cingul-Ant,0.0,0.0,0.0,0.0,RF1Ca5 s3 e45,0.0,[10.8368854  30.64026334 31.67946503],44.0
3,44,T5,0.2419975996017456,0.1214900767200078,0.4136754870414734,0.15026074647903442,0.26341474056243896,5261.069651465393,3,"[('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,3.0,45.0,0.0,G_and_S_cingul-Ant,ctx_rh_G_and_S_cingul-Ant,G_and_S_cingul-Ant,0.0,0.0,0.0,0.0,RF1Ca5 s3 e45,0.0,[10.8368854  30.64026334 31.67946503],44.0
3,13,T5,0.1302071213722229,0.029040515422821045,0.15924763679504395,0.10116660594940186,0.05808103084564209,4293.176112192329,2,"[('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation')]",False,3.0,14.0,0.0,G_orbital,ctx_lh_G_orbital,G_orbital,0.0,0.0,0.0,0.0,LF3OF2 s3 e14,1.0,[-11.37011369  29.06535865 -20.40123896],13.0
3,13,BERT,0.11055141687393188,0.0,0.11055141687393188,0.11055141687393188,0.0,1389.4954943731375,1,"[('NGNS', 'late', 'full_consolidation')]",False,3.0,14.0,0.0,G_orbital,ctx_lh_G_orbital,G_orbital,0.0,0.0,0.0,0.0,LF3OF2 s3 e14,1.0,[-11.37011369  29.06535865 -20.40123896],13.0
3,68,GPT,0.21784713864326477,0.053222984075546265,0.27107012271881104,0.1646241545677185,0.10644596815109253,7196.856730011521,2,"[('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",False,3.0,69.0,0.0,S_circular_insula_sup,Right-Cerebral-White-Matter,S_circular_insula_sup,0.0,0.0,1.0,0.0,RF2bIa3 s3 e69,0.0,[38.82088552  5.59635124 -2.59095187],68.0
3,159,BERT,0.11486274003982544,0.0,0.11486274003982544,0.11486274003982544,0.0,7196.856730011521,1,"[('NGNS', 'last', 'full_consolidation')]",False,,,,,,,,,,,,,,
3,14,T5,0.1281077265739441,0.0,0.1281077265739441,0.1281077265739441,0.0,7196.856730011521,1,"[('NGNS', 'last', 'full_consolidation')]",False,3.0,15.0,0.0,G_orbital,Left-Cerebral-White-Matter,G_orbital,0.0,0.0,1.0,0.0,LF3OF3 s3 e15,1.0,[-13.84467269  28.83987616 -19.10739596],14.0
4,66,T5,0.13913977146148682,0.0,0.13913977146148682,0.13913977146148682,0.0,37275.93720314938,1,"[('a', 'early', 'full_consolidation')]",False,,,,,,,,,,,,,,
4,41,GPT,0.14684486389160156,0.010829654326390587,0.15838712453842163,0.1323556900024414,0.026031434535980225,37275.93720314938,3,"[('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'last', 'full_consolidation')]",False,4.0,42.0,0.0,S_orbital_lateral,Right-Cerebral-White-Matter,S_orbital_lateral,0.0,0.0,1.0,0.0,OFC12 s4 e42,0.0,[44.41694208 35.78389317  0.93491579],41.0
4,41,T5,0.1760914921760559,0.0,0.1760914921760559,0.1760914921760559,0.0,7196.856730011521,1,"[('GNS', 'early', 'full_consolidation')]",False,4.0,42.0,0.0,S_orbital_lateral,Right-Cerebral-White-Matter,S_orbital_lateral,0.0,0.0,1.0,0.0,OFC12 s4 e42,0.0,[44.41694208 35.78389317  0.93491579],41.0
4,42,T5,0.16758209466934204,0.0,0.16758209466934204,0.16758209466934204,0.0,7196.856730011521,1,"[('GNS', 'early', 'full_consolidation')]",False,4.0,43.0,0.0,S_orbital_lateral,Right-Cerebral-White-Matter,S_orbital_lateral,0.0,0.0,1.0,0.0,OFC13 s4 e43,0.0,[47.85971058 36.06578854  2.99368866],42.0
4,42,GPT,0.1553749442100525,0.0,0.1553749442100525,0.1553749442100525,0.0,37275.93720314938,1,"[('GNS', 'middle', 'full_consolidation')]",False,4.0,43.0,0.0,S_orbital_lateral,Right-Cerebral-White-Matter,S_orbital_lateral,0.0,0.0,1.0,0.0,OFC13 s4 e43,0.0,[47.85971058 36.06578854  2.99368866],42.0
5,142,BERT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
5,142,GPT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
5,142,T5,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
6,143,BERT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
6,143,GPT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
6,143,T5,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
6,128,BERT,0.10461479425430298,0.0,0.10461479425430298,0.10461479425430298,0.0,1389.4954943731375,1,"[('GS', 'last', 'full_consolidation')]",False,,,,,,,,,,,,,,
6,130,T5,0.12636113166809082,0.0,0.12636113166809082,0.12636113166809082,0.0,7196.856730011521,1,"[('NGNS', 'middle', 'full_consolidation')]",False,,,,,,,,,,,,,,
7,124,BERT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
7,125,BERT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
7,126,BERT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
7,129,BERT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
7,130,BERT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
7,131,BERT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
7,132,BERT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
7,133,BERT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
7,134,BERT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
7,135,BERT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
