subject,electrode_idx,model,condition,layer,time_window,test_R_2,train_R_2,best_alpha,cv_R_2_mean
3,178,BERT,v,early,full_consolidation,0.10180121660232544,0.15267974138259888,7196.856730011521,-0.08183650970458985
3,42,GPT,v,early,full_consolidation,0.10605496168136597,0.8357656002044678,268.2695795279727,-0.014894461631774903
3,178,GPT,v,early,full_consolidation,0.11260217428207397,0.4579979181289673,7196.856730011521,-0.07619211673736573
3,40,T5,v,early,full_consolidation,0.1511175036430359,0.3300279974937439,7196.856730011521,0.0035141468048095702
3,40,T5,v,middle,full_consolidation,0.15599870681762695,0.34845399856567383,7196.856730011521,0.009725034236907959
3,118,T5,v,early,full_consolidation,0.10089588165283203,0.2726489305496216,7196.856730011521,-0.13901530504226683
3,118,T5,v,late,full_consolidation,0.11060118675231934,0.3142499327659607,7196.856730011521,-0.1266709804534912
3,118,T5,GNS,early,full_consolidation,0.11890566349029541,0.23492515087127686,7196.856730011521,-0.34808270931243895
3,118,T5,GNS,middle,full_consolidation,0.13979732990264893,0.25098949670791626,7196.856730011521,-0.3542082905769348
3,118,T5,GNS,late,full_consolidation,0.20561754703521729,0.24917131662368774,7196.856730011521,-0.27680569887161255
3,118,T5,GNS,last,full_consolidation,0.11358702182769775,0.4640010595321655,1389.4954943731375,-0.18700331449508667
3,178,T5,v,early,full_consolidation,0.15727078914642334,0.3028297424316406,7196.856730011521,-0.044180428981781004
3,178,T5,v,middle,full_consolidation,0.18076753616333008,0.34397876262664795,7196.856730011521,0.0024747848510742188
3,178,T5,v,late,full_consolidation,0.288513720035553,0.7183575630187988,1389.4954943731375,-0.06926687955856323
3,74,GPT,v,middle,full_consolidation,0.10840892791748047,0.5016095638275146,7196.856730011521,0.06883260011672973
3,74,GPT,v,late,full_consolidation,0.11261576414108276,0.38620543479919434,7196.856730011521,0.04516569375991821
3,74,GPT,v,last,full_consolidation,0.1419147253036499,0.4827956557273865,7196.856730011521,0.05976004600524902
3,40,BERT,v,last,full_consolidation,0.1877678632736206,0.4936727285385132,1389.4954943731375,0.028275156021118165
3,40,GPT,v,last,full_consolidation,0.1553688645362854,0.45119667053222656,7196.856730011521,-0.010813474655151367
3,20,BERT,GS,early,full_consolidation,0.1126132607460022,0.13156700134277344,7196.856730011521,-0.7770051956176758
3,20,BERT,GNS,middle,full_consolidation,0.135711669921875,0.4486817717552185,1389.4954943731375,-0.19803471565246583
3,139,BERT,GS,early,full_consolidation,0.12577283382415771,0.1762254238128662,7196.856730011521,-0.11124944686889648
3,71,GPT,GS,early,full_consolidation,0.14635533094406128,0.15279990434646606,37275.93720314938,-0.14975107908248902
3,71,GPT,GS,middle,full_consolidation,0.166733980178833,0.15291118621826172,37275.93720314938,-0.14420298337936402
3,71,GPT,GS,last,full_consolidation,0.14477843046188354,0.14179223775863647,37275.93720314938,-0.15140804052352905
3,53,T5,GS,early,full_consolidation,0.10830974578857422,0.6477659940719604,1389.4954943731375,-0.1870908260345459
3,53,T5,GS,middle,full_consolidation,0.1299889087677002,0.6472234725952148,1389.4954943731375,-0.22602465152740478
3,109,T5,GS,early,full_consolidation,0.11231857538223267,0.3205781579017639,7196.856730011521,-0.1254308342933655
3,109,T5,GS,last,full_consolidation,0.11499613523483276,0.3056268095970154,7196.856730011521,-0.12819675207138062
3,168,T5,GS,early,full_consolidation,0.10015946626663208,0.3669360280036926,7196.856730011521,-0.09713765382766723
3,67,BERT,GS,middle,full_consolidation,0.17842072248458862,0.44982194900512695,1389.4954943731375,0.07017946243286133
3,67,BERT,GS,last,full_consolidation,0.12009644508361816,0.49596595764160156,1389.4954943731375,0.1605448007583618
3,71,BERT,GS,middle,full_consolidation,0.18081921339035034,0.17762631177902222,7196.856730011521,-0.11997621059417725
3,71,BERT,GS,last,full_consolidation,0.11036920547485352,0.15979808568954468,7196.856730011521,-0.11142847537994385
3,154,BERT,GS,middle,full_consolidation,0.15006744861602783,0.4534453749656677,1389.4954943731375,-0.1678348660469055
3,20,GPT,GS,middle,full_consolidation,0.10804396867752075,0.12141674757003784,37275.93720314938,-0.79960777759552
3,20,GPT,GS,late,full_consolidation,0.1475391387939453,0.08129143714904785,37275.93720314938,-0.8495807409286499
3,20,GPT,GS,last,full_consolidation,0.14266937971115112,0.12355977296829224,37275.93720314938,-0.7953086614608764
3,20,GPT,GNS,early,full_consolidation,0.1515102982521057,0.4639890193939209,7196.856730011521,-0.2160240650177002
3,20,GPT,GNS,middle,full_consolidation,0.12318718433380127,0.48599714040756226,7196.856730011521,-0.15882023572921752
3,20,GPT,GNS,last,full_consolidation,0.15463411808013916,0.4592365026473999,7196.856730011521,-0.1358151078224182
3,109,GPT,GS,middle,full_consolidation,0.2233380675315857,0.39300060272216797,7196.856730011521,-0.12211213111877442
3,154,T5,GS,middle,full_consolidation,0.11080068349838257,0.3249908685684204,7196.856730011521,-0.1880524277687073
3,167,BERT,GS,late,full_consolidation,0.10611921548843384,0.20256757736206055,7196.856730011521,-0.0322670578956604
3,167,BERT,GS,last,full_consolidation,0.11021006107330322,0.17073172330856323,7196.856730011521,-0.05016945600509644
3,17,BERT,GNS,early,full_consolidation,0.15173864364624023,0.15517544746398926,7196.856730011521,-0.0016200780868530274
3,75,BERT,GNS,early,full_consolidation,0.15824562311172485,0.4611261487007141,1389.4954943731375,-0.09299682378768921
3,126,BERT,GNS,early,full_consolidation,0.14261603355407715,0.18288111686706543,7196.856730011521,-0.10117402076721191
3,75,GPT,GNS,early,full_consolidation,0.10209500789642334,0.45667290687561035,7196.856730011521,-0.11204361915588379
3,120,GPT,GNS,early,full_consolidation,0.28152406215667725,0.3752461075782776,7196.856730011521,0.015538477897644043
3,120,GPT,GNS,middle,full_consolidation,0.25488460063934326,0.3574308156967163,7196.856730011521,-0.028495144844055176
3,120,GPT,GNS,last,full_consolidation,0.27771639823913574,0.3424050211906433,7196.856730011521,-0.04846587181091309
3,169,GPT,GNS,early,full_consolidation,0.19444477558135986,0.6180601119995117,1389.4954943731375,0.0007536053657531738
3,120,T5,GNS,early,full_consolidation,0.1642073392868042,0.25848931074142456,7196.856730011521,-0.04122645854949951
3,120,T5,GNS,middle,full_consolidation,0.19678586721420288,0.27641886472702026,7196.856730011521,-0.04917287826538086
3,120,T5,GNS,late,full_consolidation,0.18694162368774414,0.2642630338668823,7196.856730011521,-0.05622010231018067
3,120,T5,GNS,last,full_consolidation,0.23054397106170654,0.2885763645172119,7196.856730011521,-0.041936743259429934
3,169,T5,GNS,early,full_consolidation,0.23333603143692017,0.5981569290161133,1389.4954943731375,0.043954777717590335
3,169,T5,GNS,middle,full_consolidation,0.23315274715423584,0.5885574817657471,1389.4954943731375,-0.0028780817985534666
3,46,BERT,GNS,middle,full_consolidation,0.1542087197303772,0.4148513078689575,1389.4954943731375,0.05284377336502075
3,46,BERT,GNS,last,full_consolidation,0.15839660167694092,0.4341839551925659,1389.4954943731375,0.012429749965667725
3,118,BERT,GNS,middle,full_consolidation,0.13055717945098877,0.12713420391082764,7196.856730011521,-0.32985763549804686
3,118,BERT,GNS,late,full_consolidation,0.1158745288848877,0.1237594485282898,7196.856730011521,-0.3429968595504761
3,169,BERT,GNS,middle,full_consolidation,0.26084840297698975,0.5907725691795349,268.2695795279727,-0.025350117683410646
3,169,BERT,GNS,late,full_consolidation,0.16655153036117554,0.39949142932891846,1389.4954943731375,-0.03542826175689697
3,78,BERT,GNS,late,full_consolidation,0.10818040370941162,0.1642000675201416,7196.856730011521,-0.09950718879699708
3,118,GPT,GNS,late,full_consolidation,0.1304914355278015,0.4587114453315735,1389.4954943731375,-0.2319655418395996
3,75,T5,GNS,last,full_consolidation,0.1023980975151062,0.4109293222427368,7196.856730011521,-0.06962629556655883
3,117,BERT,NGNS,early,full_consolidation,0.21613556146621704,0.20516937971115112,7196.856730011521,-0.2517573833465576
3,44,GPT,NGNS,early,full_consolidation,0.18481695652008057,0.48154038190841675,7196.856730011521,-0.22769174575805665
3,44,T5,NGNS,early,full_consolidation,0.15026074647903442,0.3600338101387024,7196.856730011521,-0.2285543203353882
3,44,T5,NGNS,middle,full_consolidation,0.162056565284729,0.34818822145462036,7196.856730011521,-0.2466073989868164
3,44,T5,NGNS,last,full_consolidation,0.4136754870414734,0.63554847240448,1389.4954943731375,-0.2053213119506836
3,13,T5,NGNS,middle,full_consolidation,0.15924763679504395,0.4756435751914978,1389.4954943731375,-0.0488694429397583
3,13,T5,NGNS,late,full_consolidation,0.10116660594940186,0.2631481885910034,7196.856730011521,-0.05813577175140381
3,13,BERT,NGNS,late,full_consolidation,0.11055141687393188,0.3377946615219116,1389.4954943731375,-0.06255747079849243
3,68,GPT,NGNS,late,full_consolidation,0.27107012271881104,0.4215908646583557,7196.856730011521,-0.31810603141784666
3,68,GPT,NGNS,last,full_consolidation,0.1646241545677185,0.46925681829452515,7196.856730011521,-0.2741796255111694
3,159,BERT,NGNS,last,full_consolidation,0.11486274003982544,0.21176356077194214,7196.856730011521,-0.03766144514083862
3,14,T5,NGNS,last,full_consolidation,0.1281077265739441,0.3584268093109131,7196.856730011521,-0.08037009239196777
4,66,T5,a,early,full_consolidation,0.13913977146148682,0.11236828565597534,37275.93720314938,-0.011571776866912842
4,41,GPT,GNS,early,full_consolidation,0.15838712453842163,0.18323886394500732,37275.93720314938,-0.024402642250061037
4,41,GPT,GNS,middle,full_consolidation,0.14979177713394165,0.18009227514266968,37275.93720314938,-0.011281251907348633
4,41,GPT,GNS,last,full_consolidation,0.1323556900024414,0.17078405618667603,37275.93720314938,-0.018769168853759767
4,41,T5,GNS,early,full_consolidation,0.1760914921760559,0.25745564699172974,7196.856730011521,0.0002483487129211426
4,42,T5,GNS,early,full_consolidation,0.16758209466934204,0.2553796172142029,7196.856730011521,0.0016300082206726074
4,42,GPT,GNS,middle,full_consolidation,0.1553749442100525,0.18173521757125854,37275.93720314938,-0.01883777379989624
5,142,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,a,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,a,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,a,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,v,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,v,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,v,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,GPT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,overall,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,overall,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,overall,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,a,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,a,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,a,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,a,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,v,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,v,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,v,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,v,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,GS,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,GS,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,GS,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
5,142,T5,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,a,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,a,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,a,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,v,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,v,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,v,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,GPT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,overall,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,overall,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,overall,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,a,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,a,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,a,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,a,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,v,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,v,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,v,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,v,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,GS,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,GS,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,GS,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
6,143,T5,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
6,128,BERT,GS,last,full_consolidation,0.10461479425430298,0.2392209768295288,1389.4954943731375,0.014078497886657715
6,130,T5,NGNS,middle,full_consolidation,0.12636113166809082,0.27621525526046753,7196.856730011521,-0.035976302623748777
7,124,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,124,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,125,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,126,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,129,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
